,CONDITION,TYPE,Roadname,System ID,PCI,Distress Description
0,POOR,CONCRETE,E 10th ST,r4652,70.0,WEATHERING
1,POOR,CONCRETE,E 10th ST,r4652,70.0,ALLIGATOR CRACKING
2,POOR,CONCRETE,E 10th ST,r4652,70.0,LONGITUDINAL/TRANSVERSE CRACKING
3,POOR,CONCRETE,E 11th ST,r476,48.0,PATCH/UTILITY CUT
4,POOR,CONCRETE,E 11th ST,r476,48.0,LONGITUDINAL/TRANSVERSE CRACKING
5,POOR,CONCRETE,E 11th ST,r476,48.0,ALLIGATOR CRACKING
6,POOR,CONCRETE,E 11th ST,r476,48.0,WEATHERING
7,POOR,CONCRETE,E 11th ST,r476,48.0,ALLIGATOR CRACKING
8,POOR,CONCRETE,E 12th ST,q4757,72.0,LONGITUDINAL/TRANSVERSE CRACKING
9,POOR,CONCRETE,E 12th ST,q4757,72.0,PATCH/UTILITY CUT
10,POOR,CONCRETE,E 12th ST,q4757,72.0,ALLIGATOR CRACKING
11,POOR,CONCRETE,E 12th ST,q4757,72.0,WEATHERING
12,POOR,PAVER,E 13th ST,r4712,56.0,ALLIGATOR CRACKING
13,POOR,PAVER,E 13th ST,r4712,56.0,WEATHERING
14,POOR,PAVER,E 13th ST,r4740,18.0,WEATHERING
15,POOR,PAVER,E 13th ST,r4740,18.0,PATCH/UTILITY CUT
16,POOR,PAVER,E 13th ST,r4740,18.0,RUTTING
17,POOR,PAVER,E 13th ST,r4740,18.0,ALLIGATOR CRACKING
18,POOR,PAVER,E 14th ST,r4716,33.0,ALLIGATOR CRACKING
19,POOR,PAVER,E 14th ST,r4716,33.0,LONGITUDINAL/TRANSVERSE CRACKING
20,POOR,PAVER,E 14th ST,r4716,33.0,WEATHERING
21,POOR,PAVER,E 14th ST,r4716,33.0,EDGE CRACKING
22,POOR,PAVER,E 14th ST,r4717,30.0,LONGITUDINAL/TRANSVERSE CRACKING
23,POOR,PAVER,E 14th ST,r4717,30.0,ALLIGATOR CRACKING
24,POOR,PAVER,E 14th ST,r4717,30.0,ALLIGATOR CRACKING
25,POOR,PAVER,E 14th ST,r4717,30.0,WEATHERING
26,POOR,CONCRETE,E 15th ST,q4779,36.0,ALLIGATOR CRACKING
27,POOR,CONCRETE,E 15th ST,q4779,36.0,BLOCK CRACKING
28,POOR,CONCRETE,E 15th ST,q4779,36.0,ALLIGATOR CRACKING
29,POOR,CONCRETE,E 15th ST,q4779,36.0,WEATHERING
30,POOR,CONCRETE,E 15th ST,q4780,36.0,BLOCK CRACKING
31,POOR,CONCRETE,E 15th ST,q4780,36.0,ALLIGATOR CRACKING
32,POOR,CONCRETE,E 15th ST,q4780,36.0,WEATHERING
33,POOR,CONCRETE,E 15th ST,q4780,36.0,ALLIGATOR CRACKING
34,POOR,CONCRETE,E 15th ST,q4780,36.0,BLOCK CRACKING
35,POOR,CONCRETE,E 15th ST,q4780,36.0,ALLIGATOR CRACKING
36,POOR,CONCRETE,E 15th ST,q4780,36.0,WEATHERING
37,POOR,CONCRETE,E 15th ST,q4780,36.0,ALLIGATOR CRACKING
38,POOR,CONCRETE,E 15th ST,q4781,36.0,BLOCK CRACKING
39,POOR,CONCRETE,E 15th ST,q4781,36.0,WEATHERING
40,POOR,CONCRETE,E 15th ST,q4781,36.0,ALLIGATOR CRACKING
41,POOR,CONCRETE,E 15th ST,q4781,36.0,ALLIGATOR CRACKING
42,POOR,CONCRETE,E 15th ST,q4782,36.0,WEATHERING
43,POOR,CONCRETE,E 15th ST,q4782,36.0,BLOCK CRACKING
44,POOR,CONCRETE,E 15th ST,q4782,36.0,ALLIGATOR CRACKING
45,POOR,CONCRETE,E 15th ST,q4782,36.0,ALLIGATOR CRACKING
46,POOR,CONCRETE,E 16th ST,q4784,65.0,WEATHERING
47,POOR,CONCRETE,E 16th ST,q4784,65.0,ALLIGATOR CRACKING
48,POOR,CONCRETE,E 16th ST,q4784,65.0,PATCH/UTILITY CUT
49,POOR,CONCRETE,E 16th ST,q4784,65.0,LONGITUDINAL/TRANSVERSE CRACKING
50,POOR,CONCRETE,E 16th ST,q4784,65.0,LONGITUDINAL/TRANSVERSE CRACKING
51,POOR,CONCRETE,E 16th ST,q4784,65.0,WEATHERING
52,POOR,CONCRETE,E 16th ST,q4784,65.0,ALLIGATOR CRACKING
53,POOR,CONCRETE,E 16th ST,q4784,65.0,PATCH/UTILITY CUT
54,POOR,CONCRETE,E 16th ST,q4784,65.0,LONGITUDINAL/TRANSVERSE CRACKING
55,POOR,CONCRETE,E 16th ST,q4784,65.0,LONGITUDINAL/TRANSVERSE CRACKING
56,POOR,CONCRETE,E 16th ST,q4785,42.0,LONGITUDINAL/TRANSVERSE CRACKING
57,POOR,CONCRETE,E 16th ST,q4785,42.0,ALLIGATOR CRACKING
58,POOR,CONCRETE,E 16th ST,q4785,42.0,ALLIGATOR CRACKING
59,POOR,CONCRETE,E 16th ST,q4785,42.0,WEATHERING
60,POOR,CONCRETE,E 16th ST,q4785,42.0,LONGITUDINAL/TRANSVERSE CRACKING
61,POOR,CONCRETE,E 16th ST,q4785,42.0,ALLIGATOR CRACKING
62,POOR,CONCRETE,E 16th ST,q4785,42.0,ALLIGATOR CRACKING
63,POOR,CONCRETE,E 16th ST,q4785,42.0,WEATHERING
64,POOR,CONCRETE,E 16th ST,q4786,68.0,LONGITUDINAL/TRANSVERSE CRACKING
65,POOR,CONCRETE,E 16th ST,q4786,68.0,PATCH/UTILITY CUT
66,POOR,CONCRETE,E 16th ST,q4786,68.0,ALLIGATOR CRACKING
67,POOR,CONCRETE,E 16th ST,q4786,68.0,WEATHERING
68,POOR,CONCRETE,E 16th ST,q4786,68.0,LONGITUDINAL/TRANSVERSE CRACKING
69,POOR,CONCRETE,E 16th ST,q4786,68.0,PATCH/UTILITY CUT
70,POOR,CONCRETE,E 16th ST,q4786,68.0,ALLIGATOR CRACKING
71,POOR,CONCRETE,E 16th ST,q4786,68.0,WEATHERING
72,POOR,CONCRETE,E 16th ST,q4786,68.0,LONGITUDINAL/TRANSVERSE CRACKING
73,POOR,CONCRETE,E 16th ST,q4786,68.0,PATCH/UTILITY CUT
74,POOR,CONCRETE,E 16th ST,q4786,68.0,ALLIGATOR CRACKING
75,POOR,CONCRETE,E 16th ST,q4786,68.0,WEATHERING
76,POOR,CONCRETE,E 16th ST,q4787,69.0,WEATHERING
77,POOR,CONCRETE,E 16th ST,q4787,69.0,ALLIGATOR CRACKING
78,POOR,CONCRETE,E 16th ST,q4787,69.0,LONGITUDINAL/TRANSVERSE CRACKING
79,POOR,CONCRETE,E 1st ST,r4415,65.0,LONGITUDINAL/TRANSVERSE CRACKING
80,POOR,CONCRETE,E 1st ST,r4415,65.0,LONGITUDINAL/TRANSVERSE CRACKING
81,POOR,CONCRETE,E 1st ST,r4415,65.0,WEATHERING
82,POOR,CONCRETE,E 1st ST,r4415,65.0,LONGITUDINAL/TRANSVERSE CRACKING
83,POOR,CONCRETE,E 1st ST,r4415,65.0,PATCH/UTILITY CUT
84,POOR,CONCRETE,E 1st ST,r4415,65.0,LONGITUDINAL/TRANSVERSE CRACKING
85,POOR,CONCRETE,E 1st ST,r4415,65.0,ALLIGATOR CRACKING
86,POOR,CONCRETE,E 1st ST,r4415,65.0,ALLIGATOR CRACKING
87,POOR,CONCRETE,E 1st ST,r4415,65.0,WEATHERING
88,POOR,CONCRETE,E 1st ST,r4419,92.0,WEATHERING
89,POOR,CONCRETE,E 1st ST,r4419,92.0,LONGITUDINAL/TRANSVERSE CRACKING
90,POOR,CONCRETE,E 2nd ST,q4410,57.0,WEATHERING
91,POOR,CONCRETE,E 2nd ST,q4410,57.0,ALLIGATOR CRACKING
92,POOR,CONCRETE,E 2nd ST,q4410,57.0,LONGITUDINAL/TRANSVERSE CRACKING
93,POOR,CONCRETE,E 2nd ST,r441,82.0,WEATHERING
94,POOR,CONCRETE,E 2nd ST,r441,82.0,PATCH/UTILITY CUT
95,POOR,CONCRETE,E 2nd ST,r441,82.0,LONGITUDINAL/TRANSVERSE CRACKING
96,POOR,CONCRETE,E 2nd ST,r441,82.0,LONGITUDINAL/TRANSVERSE CRACKING
97,POOR,CONCRETE,E 2nd ST,r441,82.0,WEATHERING
98,POOR,CONCRETE,E 2nd ST,r441,82.0,LONGITUDINAL/TRANSVERSE CRACKING
99,POOR,CONCRETE,E 2nd ST,r441,82.0,PATCH/UTILITY CUT
100,POOR,CONCRETE,E 2nd ST,r442,48.0,BLOCK CRACKING
101,POOR,CONCRETE,E 2nd ST,r442,48.0,WEATHERING
102,POOR,CONCRETE,E 2nd ST,r442,48.0,ALLIGATOR CRACKING
103,POOR,CONCRETE,E 2nd ST,r442,48.0,BLOCK CRACKING
104,POOR,CONCRETE,E 2nd ST,r442,48.0,WEATHERING
105,POOR,CONCRETE,E 2nd ST,r442,48.0,ALLIGATOR CRACKING
106,POOR,CONCRETE,E 2nd ST,r442,48.0,BLOCK CRACKING
107,POOR,CONCRETE,E 2nd ST,r442,48.0,WEATHERING
108,POOR,CONCRETE,E 2nd ST,r442,48.0,ALLIGATOR CRACKING
109,POOR,CONCRETE,E 2nd ST,r443,60.0,WEATHERING
110,POOR,CONCRETE,E 2nd ST,r443,60.0,ALLIGATOR CRACKING
111,POOR,CONCRETE,E 2nd ST,r443,60.0,BLOCK CRACKING
112,POOR,CONCRETE,E 2nd ST,r443,60.0,LONGITUDINAL/TRANSVERSE CRACKING
113,POOR,CONCRETE,E 2nd ST,r443,60.0,ALLIGATOR CRACKING
114,POOR,CONCRETE,E 2nd ST,r443,60.0,WEATHERING
115,POOR,CONCRETE,E 2nd ST,r443,60.0,LONGITUDINAL/TRANSVERSE CRACKING
116,POOR,CONCRETE,E 2nd ST,r444,55.0,WEATHERING
117,POOR,CONCRETE,E 2nd ST,r444,55.0,ALLIGATOR CRACKING
118,POOR,CONCRETE,E 2nd ST,r444,55.0,BLOCK CRACKING
119,POOR,CONCRETE,E 2nd ST,r444,55.0,WEATHERING
120,POOR,CONCRETE,E 2nd ST,r444,55.0,ALLIGATOR CRACKING
121,POOR,CONCRETE,E 2nd ST,r444,55.0,BLOCK CRACKING
122,POOR,CONCRETE,E 2nd ST,r444,55.0,WEATHERING
123,POOR,CONCRETE,E 2nd ST,r444,55.0,ALLIGATOR CRACKING
124,POOR,CONCRETE,E 2nd ST,r444,55.0,BLOCK CRACKING
125,POOR,CONCRETE,E 2nd ST,s4461,40.0,BLOCK CRACKING
126,POOR,CONCRETE,E 2nd ST,s4461,40.0,WEATHERING
127,POOR,CONCRETE,E 2nd ST,s4461,40.0,RUTTING
128,POOR,CONCRETE,E 2nd ST,s4461,40.0,ALLIGATOR CRACKING
129,POOR,CONCRETE,E 2nd ST,s4461,40.0,RUTTING
130,POOR,CONCRETE,E 2nd ST,s4461,40.0,ALLIGATOR CRACKING
131,POOR,CONCRETE,E 2nd ST,s4461,40.0,WEATHERING
132,POOR,CONCRETE,E 2nd ST,s4461,40.0,EDGE CRACKING
133,POOR,CONCRETE,E 2nd ST,s4461,40.0,BLOCK CRACKING
134,POOR,CONCRETE,E 2nd ST,s4461,40.0,PATCH/UTILITY CUT
135,POOR,CONCRETE,E 2nd ST,s4461,40.0,PATCH/UTILITY CUT
136,POOR,CONCRETE,E 2nd ST,s4461,40.0,LANE/SHOULDER DROP
137,POOR,CONCRETE,E 2nd ST,s4461,40.0,WEATHERING
138,POOR,CONCRETE,E 2nd ST,s4461,40.0,BLOCK CRACKING
139,POOR,CONCRETE,E 2nd ST,s4461,40.0,EDGE CRACKING
140,POOR,CONCRETE,E 2nd ST,s4461,40.0,RUTTING
141,POOR,CONCRETE,E 4th ST,q4588,46.0,WEATHERING
142,POOR,CONCRETE,E 4th ST,q4588,46.0,ALLIGATOR CRACKING
143,POOR,CONCRETE,E 4th ST,q4588,46.0,BLOCK CRACKING
144,POOR,CONCRETE,E 4th ST,q4588,46.0,PATCH/UTILITY CUT
145,POOR,CONCRETE,E 7th ST,q46100,22.0,WEATHERING
146,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
147,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
148,POOR,CONCRETE,E 7th ST,q46100,22.0,LONGITUDINAL/TRANSVERSE CRACKING
149,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
150,POOR,CONCRETE,E 7th ST,q46100,22.0,WEATHERING
151,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
152,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
153,POOR,CONCRETE,E 7th ST,q46100,22.0,LONGITUDINAL/TRANSVERSE CRACKING
154,POOR,CONCRETE,E 7th ST,q46100,22.0,ALLIGATOR CRACKING
155,POOR,CONCRETE,E 7th ST,q46101,61.0,PATCH/UTILITY CUT
156,POOR,CONCRETE,E 7th ST,q46101,61.0,ALLIGATOR CRACKING
157,POOR,CONCRETE,E 7th ST,q46101,61.0,WEATHERING
158,POOR,CONCRETE,E 7th ST,q46101,61.0,BLOCK CRACKING
159,POOR,CONCRETE,E 7th ST,q4698,56.0,WEATHERING
160,POOR,CONCRETE,E 7th ST,q4698,56.0,PATCH/UTILITY CUT
161,POOR,CONCRETE,E 7th ST,q4698,56.0,BLOCK CRACKING
162,POOR,CONCRETE,E 7th ST,q4699,52.0,ALLIGATOR CRACKING
163,POOR,CONCRETE,E 7th ST,q4699,52.0,PATCH/UTILITY CUT
164,POOR,CONCRETE,E 7th ST,q4699,52.0,BLOCK CRACKING
165,POOR,CONCRETE,E 7th ST,q4699,52.0,ALLIGATOR CRACKING
166,POOR,CONCRETE,E 7th ST,q4699,52.0,WEATHERING
167,POOR,CONCRETE,E 7th ST,q4699,52.0,ALLIGATOR CRACKING
168,POOR,CONCRETE,E 7th ST,q4699,52.0,PATCH/UTILITY CUT
169,POOR,CONCRETE,E 7th ST,q4699,52.0,BLOCK CRACKING
170,POOR,CONCRETE,E 7th ST,q4699,52.0,ALLIGATOR CRACKING
171,POOR,CONCRETE,E 7th ST,q4699,52.0,WEATHERING
172,POOR,CONCRETE,E 7th ST,s465,27.0,BLOCK CRACKING
173,POOR,CONCRETE,E 7th ST,s465,27.0,WEATHERING
174,POOR,CONCRETE,E 7th ST,s465,27.0,ALLIGATOR CRACKING
175,POOR,CONCRETE,E 7th ST,s465,27.0,PATCH/UTILITY CUT
176,POOR,CONCRETE,E 9th ST,q4681,79.0,WEATHERING
177,POOR,CONCRETE,E 9th ST,q4681,79.0,LONGITUDINAL/TRANSVERSE CRACKING
178,POOR,CONCRETE,E 9th ST,q4681,79.0,LONGITUDINAL/TRANSVERSE CRACKING
179,POOR,CONCRETE,E Alice ST,q46105,87.0,WEATHERING
180,POOR,CONCRETE,E Alice ST,q46105,87.0,PATCH/UTILITY CUT
181,POOR,CONCRETE,E Alice ST,q46105,87.0,LONGITUDINAL/TRANSVERSE CRACKING
182,POOR,CONCRETE,E Alice ST,q46105,87.0,WEATHERING
183,POOR,CONCRETE,E Alice ST,q46105,87.0,PATCH/UTILITY CUT
184,POOR,CONCRETE,E Alice ST,q46105,87.0,LONGITUDINAL/TRANSVERSE CRACKING
185,POOR,CONCRETE,E Allen ST,q432,36.0,WEATHERING
186,POOR,CONCRETE,E Allen ST,q432,36.0,BLOCK CRACKING
187,POOR,CONCRETE,E Allen ST,q432,36.0,ALLIGATOR CRACKING
188,POOR,CONCRETE,E Allendale DR,r3953,61.0,WEATHERING
189,POOR,CONCRETE,E Allendale DR,r3953,61.0,LONGITUDINAL/TRANSVERSE CRACKING
190,POOR,CONCRETE,E Allendale DR,r3953,61.0,ALLIGATOR CRACKING
191,POOR,CONCRETE,E Atwater AVE,r4534,46.0,ALLIGATOR CRACKING
192,POOR,CONCRETE,E Atwater AVE,r4534,46.0,BLOCK CRACKING
193,POOR,CONCRETE,E Atwater AVE,r4534,46.0,ALLIGATOR CRACKING
194,POOR,CONCRETE,E Atwater AVE,r4534,46.0,LONGITUDINAL/TRANSVERSE CRACKING
195,POOR,CONCRETE,E Atwater AVE,r4534,46.0,WEATHERING
196,POOR,CONCRETE,E Atwater AVE,r4534,46.0,BLOCK CRACKING
197,POOR,CONCRETE,E Atwater AVE,r4560,93.0,WEATHERING
198,POOR,CONCRETE,E Atwater AVE,r4560,93.0,LONGITUDINAL/TRANSVERSE CRACKING
199,POOR,CONCRETE,E Atwater AVE,r4561,86.0,LONGITUDINAL/TRANSVERSE CRACKING
200,POOR,CONCRETE,E Atwater AVE,r4561,86.0,LONGITUDINAL/TRANSVERSE CRACKING
201,POOR,CONCRETE,E Atwater AVE,r4561,86.0,WEATHERING
202,POOR,CONCRETE,E Atwater AVE,r4562,76.0,ALLIGATOR CRACKING
203,POOR,CONCRETE,E Atwater AVE,r4562,76.0,WEATHERING
204,POOR,CONCRETE,E Atwater AVE,r4562,76.0,LONGITUDINAL/TRANSVERSE CRACKING
205,POOR,CONCRETE,E Azalea LN,rcl378,92.0,WEATHERING
206,POOR,CONCRETE,E Azalea LN,rcl378,92.0,LONGITUDINAL/TRANSVERSE CRACKING
207,POOR,CONCRETE,E Azalea LN,rcl378,92.0,WEATHERING
208,POOR,CONCRETE,E Azalea LN,rcl378,92.0,LONGITUDINAL/TRANSVERSE CRACKING
209,POOR,CONCRETE,E Browning CT,r3982,30.0,ALLIGATOR CRACKING
210,POOR,CONCRETE,E Browning CT,r3982,30.0,WEATHERING
211,POOR,CONCRETE,E Browning CT,r3982,30.0,BLOCK CRACKING
212,POOR,CONCRETE,E Browning LN,s394,42.0,ALLIGATOR CRACKING
213,POOR,CONCRETE,E Browning LN,s394,42.0,WEATHERING
214,POOR,CONCRETE,E Browning LN,s394,42.0,LONGITUDINAL/TRANSVERSE CRACKING
215,POOR,CONCRETE,E Browning LN,s394,42.0,WEATHERING
216,POOR,CONCRETE,E Browning LN,s394,42.0,ALLIGATOR CRACKING
217,POOR,CONCRETE,E Browning LN,s394,42.0,LONGITUDINAL/TRANSVERSE CRACKING
218,POOR,CONCRETE,E Browning LN,s394,42.0,ALLIGATOR CRACKING
219,POOR,CONCRETE,E Browning LN,s394,42.0,WEATHERING
220,POOR,CONCRETE,E Browning LN,s394,42.0,LONGITUDINAL/TRANSVERSE CRACKING
221,POOR,CONCRETE,E Browning LN,s394,42.0,WEATHERING
222,POOR,CONCRETE,E Browning LN,s394,42.0,ALLIGATOR CRACKING
223,POOR,CONCRETE,E Browning LN,s394,42.0,LONGITUDINAL/TRANSVERSE CRACKING
224,POOR,CONCRETE,E Browning LN,s395,64.0,LONGITUDINAL/TRANSVERSE CRACKING
225,POOR,CONCRETE,E Browning LN,s395,64.0,ALLIGATOR CRACKING
226,POOR,CONCRETE,E Browning LN,s395,64.0,WEATHERING
227,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,RUTTING
228,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,WEATHERING
229,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,ALLIGATOR CRACKING
230,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,LONGITUDINAL/TRANSVERSE CRACKING
231,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,LONGITUDINAL/TRANSVERSE CRACKING
232,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,ALLIGATOR CRACKING
233,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,RUTTING
234,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,WEATHERING
235,POOR,CONCRETE,E Buick Cadillac BLVD,t4439,53.0,PATCH/UTILITY CUT
236,POOR,CONCRETE,E Cottage Grove AVE,q4659,45.0,LONGITUDINAL/TRANSVERSE CRACKING
237,POOR,CONCRETE,E Cottage Grove AVE,q4659,45.0,PATCH/UTILITY CUT
238,POOR,CONCRETE,E Cottage Grove AVE,q4659,45.0,ALLIGATOR CRACKING
239,POOR,CONCRETE,E Cottage Grove AVE,q4659,45.0,WEATHERING
240,POOR,CONCRETE,E Dixie ST,q4316,43.0,LONGITUDINAL/TRANSVERSE CRACKING
241,POOR,CONCRETE,E Dixie ST,q4316,43.0,ALLIGATOR CRACKING
242,POOR,CONCRETE,E Dixie ST,q4316,43.0,WEATHERING
243,POOR,CONCRETE,E Eddington CT,q3911,83.0,WEATHERING
244,POOR,CONCRETE,E Eddington CT,q3911,83.0,LONGITUDINAL/TRANSVERSE CRACKING
245,POOR,CONCRETE,E Gentry BLVD,w434,49.0,LONGITUDINAL/TRANSVERSE CRACKING
246,POOR,CONCRETE,E Gentry BLVD,w434,49.0,WEATHERING
247,POOR,CONCRETE,E Gentry BLVD,w434,49.0,ALLIGATOR CRACKING
248,POOR,CONCRETE,E Gentry BLVD,w434,49.0,WEATHERING
249,POOR,CONCRETE,E Gentry BLVD,w434,49.0,ALLIGATOR CRACKING
250,POOR,CONCRETE,E Gentry BLVD,w434,49.0,LONGITUDINAL/TRANSVERSE CRACKING
251,POOR,CONCRETE,E Gentry BLVD,w434,49.0,LONGITUDINAL/TRANSVERSE CRACKING
252,POOR,CONCRETE,E Gentry BLVD,w434,49.0,WEATHERING
253,POOR,CONCRETE,E Gentry BLVD,w434,49.0,ALLIGATOR CRACKING
254,POOR,CONCRETE,E Gentry BLVD,w434,49.0,WEATHERING
255,POOR,CONCRETE,E Gentry BLVD,w434,49.0,ALLIGATOR CRACKING
256,POOR,CONCRETE,E Gentry BLVD,w434,49.0,LONGITUDINAL/TRANSVERSE CRACKING
257,POOR,CONCRETE,E Gosport CT,u413,49.0,WEATHERING
258,POOR,CONCRETE,E Gosport CT,u413,49.0,LONGITUDINAL/TRANSVERSE CRACKING
259,POOR,CONCRETE,E Gosport CT,u413,49.0,ALLIGATOR CRACKING
260,POOR,CONCRETE,E Gosport CT,u413,49.0,LONGITUDINAL/TRANSVERSE CRACKING
261,POOR,CONCRETE,E Gosport CT,u413,49.0,BLOCK CRACKING
262,POOR,CONCRETE,E Gosport CT,u413,49.0,LONGITUDINAL/TRANSVERSE CRACKING
263,POOR,CONCRETE,E Gosport CT,u413,49.0,ALLIGATOR CRACKING
264,POOR,CONCRETE,E Gosport CT,u413,49.0,PATCH/UTILITY CUT
265,POOR,CONCRETE,E Gosport CT,u413,49.0,LONGITUDINAL/TRANSVERSE CRACKING
266,POOR,CONCRETE,E Gosport CT,u413,49.0,WEATHERING
267,POOR,CONCRETE,E Greenbriar LN,s4137,60.0,WEATHERING
268,POOR,CONCRETE,E Greenbriar LN,s4137,60.0,LONGITUDINAL/TRANSVERSE CRACKING
269,POOR,CONCRETE,E Greenbriar LN,s4137,60.0,ALLIGATOR CRACKING
270,POOR,CONCRETE,E Greenbriar LN,s4137,60.0,WEATHERING
271,POOR,CONCRETE,E Hillside DR,s423,41.0,ALLIGATOR CRACKING
272,POOR,CONCRETE,E Hillside DR,s423,41.0,ALLIGATOR CRACKING
273,POOR,CONCRETE,E Hillside DR,s423,41.0,WEATHERING
274,POOR,CONCRETE,E Hillside DR,s423,41.0,LONGITUDINAL/TRANSVERSE CRACKING
275,POOR,CONCRETE,E Hillside DR,s426,39.0,LONGITUDINAL/TRANSVERSE CRACKING
276,POOR,CONCRETE,E Hillside DR,s426,39.0,POTHOLE
277,POOR,CONCRETE,E Hillside DR,s426,39.0,ALLIGATOR CRACKING
278,POOR,CONCRETE,E Hillside DR,s426,39.0,WEATHERING
279,POOR,CONCRETE,E Hillside DR,s426,39.0,ALLIGATOR CRACKING
280,POOR,CONCRETE,E Hillside DR,s426,39.0,PATCH/UTILITY CUT
281,POOR,CONCRETE,E Kennedy CT,rcl134,63.0,WEATHERING
282,POOR,CONCRETE,E Kennedy CT,rcl134,63.0,ALLIGATOR CRACKING
283,POOR,CONCRETE,E Kennedy CT,rcl134,63.0,LONGITUDINAL/TRANSVERSE CRACKING
284,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
285,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
286,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
287,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
288,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
289,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
290,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
291,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
292,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
293,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
294,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
295,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
296,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
297,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
298,POOR,CONCRETE,E Miller DR,q4213,63.0,LONGITUDINAL/TRANSVERSE CRACKING
299,POOR,CONCRETE,E Miller DR,q4213,63.0,WEATHERING
300,POOR,CONCRETE,E Miller DR,q4213,63.0,ALLIGATOR CRACKING
301,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
302,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
303,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
304,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
305,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
306,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
307,POOR,CONCRETE,E Morningside DR,v4512,55.0,POTHOLE
308,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
309,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
310,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
311,POOR,CONCRETE,E Morningside DR,v4512,55.0,WEATHERING
312,POOR,CONCRETE,E Morningside DR,v4512,55.0,ALLIGATOR CRACKING
313,POOR,CONCRETE,E Morningside DR,v4512,55.0,LONGITUDINAL/TRANSVERSE CRACKING
314,POOR,CONCRETE,E Morningside DR,v4512,55.0,POTHOLE
315,POOR,CONCRETE,E Poplar DR,t4021,45.0,LONGITUDINAL/TRANSVERSE CRACKING
316,POOR,CONCRETE,E Poplar DR,t4021,45.0,WEATHERING
317,POOR,CONCRETE,E Poplar DR,t4021,45.0,ALLIGATOR CRACKING
318,POOR,CONCRETE,E Regents CT,rcl765,35.0,LONGITUDINAL/TRANSVERSE CRACKING
319,POOR,CONCRETE,E Regents CT,rcl765,35.0,WEATHERING
320,POOR,CONCRETE,E Regents CT,rcl765,35.0,ALLIGATOR CRACKING
321,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
322,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,ALLIGATOR CRACKING
323,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,WEATHERING
324,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
325,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,LONGITUDINAL/TRANSVERSE CRACKING
326,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,RUTTING
327,POOR,CONCRETE,E Rhorer RD,rcl1493,38.0,PATCH/UTILITY CUT
