,CONDITION,TYPE,Roadname,System ID,PCI,Distress Description
1166,POOR,CONCRETE,S Woodlawn AVE,r4448,53.0,LONGITUDINAL/TRANSVERSE CRACKING
1167,POOR,CONCRETE,S Woodlawn AVE,r4449,66.0,LONGITUDINAL/TRANSVERSE CRACKING
1168,POOR,CONCRETE,S Woodlawn AVE,r4449,66.0,ALLIGATOR CRACKING
1169,POOR,CONCRETE,S Woodlawn AVE,r4449,66.0,WEATHERING
1170,POOR,CONCRETE,W 10th ST,rcl2,89.0,CORNER BREAK
1171,POOR,CONCRETE,W 10th ST,rcl2,89.0,LINEAR CRACKING
1172,POOR,CONCRETE,W 10th ST,rcl2,89.0,CORNER BREAK
1173,POOR,CONCRETE,W 10th ST,rcl2,19.0,PATCH/UTILITY CUT
1174,POOR,CONCRETE,W 10th ST,rcl2,19.0,ALLIGATOR CRACKING
1175,POOR,CONCRETE,W 10th ST,rcl2,19.0,ALLIGATOR CRACKING
1176,POOR,CONCRETE,W 10th ST,rcl2,19.0,BLOCK CRACKING
1177,POOR,CONCRETE,W 10th ST,rcl2,19.0,WEATHERING
1178,POOR,CONCRETE,W 10th ST,rcl2,19.0,LONGITUDINAL/TRANSVERSE CRACKING
1179,POOR,CONCRETE,W 10th ST,rcl2,89.0,CORNER BREAK
1180,POOR,CONCRETE,W 10th ST,rcl2,89.0,LINEAR CRACKING
1181,POOR,CONCRETE,W 10th ST,rcl2,89.0,CORNER BREAK
1182,POOR,CONCRETE,W 10th ST,rcl2,19.0,PATCH/UTILITY CUT
1183,POOR,CONCRETE,W 10th ST,rcl2,19.0,ALLIGATOR CRACKING
1184,POOR,CONCRETE,W 10th ST,rcl2,19.0,ALLIGATOR CRACKING
1185,POOR,CONCRETE,W 10th ST,rcl2,19.0,BLOCK CRACKING
1186,POOR,CONCRETE,W 10th ST,rcl2,19.0,WEATHERING
1187,POOR,CONCRETE,W 10th ST,rcl2,19.0,LONGITUDINAL/TRANSVERSE CRACKING
1188,POOR,CONCRETE,W 12th ST,p4722,32.0,PATCH/UTILITY CUT
1189,POOR,CONCRETE,W 12th ST,p4722,32.0,RUTTING
1190,POOR,CONCRETE,W 12th ST,p4722,32.0,WEATHERING
1191,POOR,CONCRETE,W 12th ST,p4722,32.0,BLOCK CRACKING
1192,POOR,PAVER,W 13th ST,p4718,52.0,LANE/SHOULDER DROP
1193,POOR,PAVER,W 13th ST,p4718,52.0,BLOCK CRACKING
1194,POOR,PAVER,W 13th ST,p4718,52.0,EDGE CRACKING
1195,POOR,PAVER,W 13th ST,p4718,52.0,WEATHERING
1196,POOR,PAVER,W 13th ST,p4718,52.0,LANE/SHOULDER DROP
1197,POOR,PAVER,W 13th ST,p4718,52.0,BLOCK CRACKING
1198,POOR,PAVER,W 13th ST,p4718,52.0,EDGE CRACKING
1199,POOR,PAVER,W 13th ST,p4718,52.0,WEATHERING
1200,POOR,PAVER,W 13th ST,p4719,29.0,PATCH/UTILITY CUT
1201,POOR,PAVER,W 13th ST,p4719,29.0,ALLIGATOR CRACKING
1202,POOR,PAVER,W 13th ST,p4719,29.0,BLOCK CRACKING
1203,POOR,PAVER,W 13th ST,p4719,29.0,WEATHERING
1204,POOR,CONCRETE,W 17th ST,p484,63.0,WEATHERING
1205,POOR,CONCRETE,W 17th ST,p484,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1206,POOR,CONCRETE,W 17th ST,p484,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1207,POOR,CONCRETE,W 17th ST,p484,63.0,WEATHERING
1208,POOR,CONCRETE,W 17th ST,p484,63.0,ALLIGATOR CRACKING
1209,POOR,CONCRETE,W 17th ST,p485,95.0,LONGITUDINAL/TRANSVERSE CRACKING
1210,POOR,CONCRETE,W 17th ST,p485,95.0,LONGITUDINAL/TRANSVERSE CRACKING
1211,POOR,CONCRETE,W 17th ST,p485,95.0,WEATHERING
1212,POOR,CONCRETE,W 17th ST,p485,95.0,LONGITUDINAL/TRANSVERSE CRACKING
1213,POOR,CONCRETE,W 17th ST,p485,95.0,LONGITUDINAL/TRANSVERSE CRACKING
1214,POOR,CONCRETE,W 17th ST,p485,95.0,WEATHERING
1215,POOR,CONCRETE,W 1st ST,p4426,38.0,ALLIGATOR CRACKING
1216,POOR,CONCRETE,W 1st ST,p4426,38.0,BLOCK CRACKING
1217,POOR,CONCRETE,W 1st ST,p4426,38.0,RUTTING
1218,POOR,CONCRETE,W 1st ST,p4426,38.0,WEATHERING
1219,POOR,CONCRETE,W 1st ST,p4426,38.0,ALLIGATOR CRACKING
1220,POOR,CONCRETE,W 1st ST,p4426,38.0,BLOCK CRACKING
1221,POOR,CONCRETE,W 1st ST,p4426,38.0,RUTTING
1222,POOR,CONCRETE,W 1st ST,p4426,38.0,WEATHERING
1223,POOR,CONCRETE,W 1st ST,p4479,56.0,WEATHERING
1224,POOR,CONCRETE,W 1st ST,p4479,56.0,ALLIGATOR CRACKING
1225,POOR,CONCRETE,W 1st ST,p4479,56.0,WEATHERING
1226,POOR,CONCRETE,W 1st ST,p4479,56.0,LONGITUDINAL/TRANSVERSE CRACKING
1227,POOR,CONCRETE,W 1st ST,p4479,56.0,ALLIGATOR CRACKING
1228,POOR,CONCRETE,W 2nd ST,p4452,74.0,RUTTING
1229,POOR,CONCRETE,W 2nd ST,p4452,74.0,LONGITUDINAL/TRANSVERSE CRACKING
1230,POOR,CONCRETE,W 2nd ST,p4452,74.0,ALLIGATOR CRACKING
1231,POOR,CONCRETE,W 2nd ST,p4452,74.0,WEATHERING
1232,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1233,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1234,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1235,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1236,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1237,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1238,POOR,CONCRETE,W 2nd ST,p4458,56.0,LONGITUDINAL/TRANSVERSE CRACKING
1239,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1240,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1241,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1242,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1243,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1244,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1245,POOR,CONCRETE,W 2nd ST,p4458,56.0,WEATHERING
1246,POOR,CONCRETE,W 2nd ST,p4458,56.0,LONGITUDINAL/TRANSVERSE CRACKING
1247,POOR,CONCRETE,W 2nd ST,p4458,56.0,ALLIGATOR CRACKING
1248,POOR,CONCRETE,W 2nd ST,q441,90.0,WEATHERING
1249,POOR,CONCRETE,W 2nd ST,q441,90.0,LONGITUDINAL/TRANSVERSE CRACKING
1250,POOR,CONCRETE,W 3rd ST,n4518,72.0,ALLIGATOR CRACKING
1251,POOR,CONCRETE,W 3rd ST,n4518,72.0,BLOCK CRACKING
1252,POOR,CONCRETE,W 3rd ST,n4518,72.0,WEATHERING
1253,POOR,CONCRETE,W 3rd ST,n4518,72.0,PATCH/UTILITY CUT
1254,POOR,CONCRETE,W 3rd ST,n4518,72.0,ALLIGATOR CRACKING
1255,POOR,CONCRETE,W 3rd ST,n4518,72.0,WEATHERING
1256,POOR,CONCRETE,W 3rd ST,n4518,72.0,BLOCK CRACKING
1257,POOR,CONCRETE,W 3rd ST,q4518,51.0,BLOCK CRACKING
1258,POOR,CONCRETE,W 3rd ST,q4518,51.0,ALLIGATOR CRACKING
1259,POOR,CONCRETE,W 3rd ST,q4518,51.0,WEATHERING
1260,POOR,CONCRETE,W 6th ST,p45184,74.0,WEATHERING
1261,POOR,CONCRETE,W 6th ST,p45184,74.0,LONGITUDINAL/TRANSVERSE CRACKING
1262,POOR,CONCRETE,W 6th ST,p45184,74.0,LONGITUDINAL/TRANSVERSE CRACKING
1263,POOR,CONCRETE,W 6th ST,p45184,74.0,PATCH/UTILITY CUT
1264,POOR,CONCRETE,W 6th ST,p45184,74.0,WEATHERING
1265,POOR,CONCRETE,W 6th ST,p45184,74.0,LONGITUDINAL/TRANSVERSE CRACKING
1266,POOR,CONCRETE,W 6th ST,p45184,74.0,LONGITUDINAL/TRANSVERSE CRACKING
1267,POOR,CONCRETE,W 6th ST,p45184,74.0,PATCH/UTILITY CUT
1268,POOR,CONCRETE,W 6th ST,p45217,46.0,WEATHERING
1269,POOR,CONCRETE,W 6th ST,p45217,46.0,ALLIGATOR CRACKING
1270,POOR,CONCRETE,W 6th ST,p45217,46.0,LONGITUDINAL/TRANSVERSE CRACKING
1271,POOR,CONCRETE,W 6th ST,p45217,46.0,PATCH/UTILITY CUT
1272,POOR,CONCRETE,W 6th ST,p45217,46.0,LONGITUDINAL/TRANSVERSE CRACKING
1273,POOR,CONCRETE,W 8th ST,p4647,60.0,LONGITUDINAL/TRANSVERSE CRACKING
1274,POOR,CONCRETE,W 8th ST,p4647,60.0,LONGITUDINAL/TRANSVERSE CRACKING
1275,POOR,CONCRETE,W 8th ST,p4647,60.0,PATCH/UTILITY CUT
1276,POOR,CONCRETE,W 8th ST,p4647,60.0,WEATHERING
1277,POOR,CONCRETE,W 9th ST,p4661,59.0,WEATHERING
1278,POOR,CONCRETE,W 9th ST,p4661,59.0,BLOCK CRACKING
1279,POOR,CONCRETE,W 9th ST,p4661,59.0,ALLIGATOR CRACKING
1280,POOR,CONCRETE,W Cottage Grove AVE,p4665,76.0,LONGITUDINAL/TRANSVERSE CRACKING
1281,POOR,CONCRETE,W Cottage Grove AVE,p4665,76.0,LONGITUDINAL/TRANSVERSE CRACKING
1282,POOR,CONCRETE,W Cottage Grove AVE,p4665,76.0,ALLIGATOR CRACKING
1283,POOR,CONCRETE,W Cottage Grove AVE,p4665,76.0,WEATHERING
1284,POOR,CONCRETE,W Dodds ST,p4436,42.0,LONGITUDINAL/TRANSVERSE CRACKING
1285,POOR,CONCRETE,W Dodds ST,p4436,42.0,ALLIGATOR CRACKING
1286,POOR,CONCRETE,W Dodds ST,p4436,42.0,WEATHERING
1287,POOR,CONCRETE,W Dodds ST,p4436,42.0,BLOCK CRACKING
1288,POOR,CONCRETE,W Dodds ST,p4436,42.0,PATCH/UTILITY CUT
1289,POOR,CONCRETE,W Dodds ST,p4436,42.0,BLOCK CRACKING
1290,POOR,CONCRETE,W Dodds ST,p4436,42.0,LONGITUDINAL/TRANSVERSE CRACKING
1291,POOR,CONCRETE,W Dodds ST,p4436,42.0,ALLIGATOR CRACKING
1292,POOR,CONCRETE,W Dodds ST,p4436,42.0,WEATHERING
1293,POOR,CONCRETE,W Dodds ST,p4436,42.0,PATCH/UTILITY CUT
1294,POOR,CONCRETE,W Grimes LN,q4331,54.0,WEATHERING
1295,POOR,CONCRETE,W Grimes LN,q4331,54.0,PATCH/UTILITY CUT
1296,POOR,CONCRETE,W Grimes LN,q4331,54.0,LONGITUDINAL/TRANSVERSE CRACKING
1297,POOR,CONCRETE,W Grimes LN,q4331,54.0,LONGITUDINAL/TRANSVERSE CRACKING
1298,POOR,CONCRETE,W Grimes LN,q4331,54.0,PATCH/UTILITY CUT
1299,POOR,CONCRETE,W Grimes LN,q4331,54.0,BLOCK CRACKING
1300,POOR,CONCRETE,W Grimes LN,q4331,54.0,WEATHERING
1301,POOR,CONCRETE,W Grimes LN,q4331,54.0,LONGITUDINAL/TRANSVERSE CRACKING
1302,POOR,CONCRETE,W Grimes LN,q4331,54.0,ALLIGATOR CRACKING
1303,POOR,CONCRETE,W Grimes LN,q4331,54.0,LONGITUDINAL/TRANSVERSE CRACKING
1304,POOR,CONCRETE,W Howe ST,p452,53.0,ALLIGATOR CRACKING
1305,POOR,CONCRETE,W Howe ST,p452,53.0,LONGITUDINAL/TRANSVERSE CRACKING
1306,POOR,CONCRETE,W Howe ST,p452,53.0,WEATHERING
1307,POOR,CONCRETE,W Howe ST,p452,53.0,LONGITUDINAL/TRANSVERSE CRACKING
1308,POOR,CONCRETE,W Howe ST,p452,53.0,ALLIGATOR CRACKING
1309,POOR,CONCRETE,W Howe ST,p452,53.0,WEATHERING
1310,POOR,CONCRETE,W Howe ST,p452,53.0,ALLIGATOR CRACKING
1311,POOR,CONCRETE,W Howe ST,p452,53.0,LONGITUDINAL/TRANSVERSE CRACKING
1312,POOR,CONCRETE,W Howe ST,p452,53.0,WEATHERING
1313,POOR,CONCRETE,W Howe ST,p452,53.0,LONGITUDINAL/TRANSVERSE CRACKING
1314,POOR,CONCRETE,W Howe ST,p452,53.0,ALLIGATOR CRACKING
1315,POOR,CONCRETE,W Howe ST,p452,53.0,WEATHERING
1316,POOR,CONCRETE,W Howe ST,p4528,81.0,LONGITUDINAL/TRANSVERSE CRACKING
1317,POOR,CONCRETE,W Howe ST,p4528,81.0,WEATHERING
1318,POOR,CONCRETE,W Howe ST,p4529,70.0,ALLIGATOR CRACKING
1319,POOR,CONCRETE,W Howe ST,p4529,70.0,BLOCK CRACKING
1320,POOR,CONCRETE,W Howe ST,p4529,70.0,PATCH/UTILITY CUT
1321,POOR,CONCRETE,W Howe ST,p4529,70.0,WEATHERING
1322,POOR,CONCRETE,W Howe ST,p4558,80.0,LONGITUDINAL/TRANSVERSE CRACKING
1323,POOR,CONCRETE,W Howe ST,p4558,80.0,ALLIGATOR CRACKING
1324,POOR,CONCRETE,W Howe ST,p4558,80.0,WEATHERING
1325,POOR,CONCRETE,W Howe ST,p4558,80.0,PATCH/UTILITY CUT
1326,POOR,CONCRETE,W Howe ST,p4558,80.0,LONGITUDINAL/TRANSVERSE CRACKING
1327,POOR,CONCRETE,W Howe ST,p4558,80.0,WEATHERING
1328,POOR,CONCRETE,W Howe ST,p4558,80.0,LONGITUDINAL/TRANSVERSE CRACKING
1329,POOR,CONCRETE,W Howe ST,p4558,80.0,ALLIGATOR CRACKING
1330,POOR,CONCRETE,W Howe ST,p4558,80.0,WEATHERING
1331,POOR,CONCRETE,W Howe ST,p4558,80.0,PATCH/UTILITY CUT
1332,POOR,CONCRETE,W Howe ST,p4558,80.0,LONGITUDINAL/TRANSVERSE CRACKING
1333,POOR,CONCRETE,W Howe ST,p4558,80.0,WEATHERING
1334,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,ALLIGATOR CRACKING
1335,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,BUMPS/SAGS
1336,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,WEATHERING
1337,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,ALLIGATOR CRACKING
1338,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,ALLIGATOR CRACKING
1339,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,LONGITUDINAL/TRANSVERSE CRACKING
1340,POOR,CONCRETE,W Kirkwood AVE,p45213,34.0,LONGITUDINAL/TRANSVERSE CRACKING
1341,POOR,CONCRETE,W Kirkwood AVE,p45214,63.0,WEATHERING
1342,POOR,CONCRETE,W Kirkwood AVE,p45214,63.0,BLOCK CRACKING
1343,POOR,CONCRETE,W Kirkwood AVE,p45214,63.0,ALLIGATOR CRACKING
1344,POOR,CONCRETE,W Kirkwood AVE,p45214,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1345,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,PATCH/UTILITY CUT
1346,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,ALLIGATOR CRACKING
1347,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,WEATHERING
1348,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,WEATHERING
1349,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1350,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,ALLIGATOR CRACKING
1351,POOR,CONCRETE,W Pine Meadows DR,rcl285,63.0,ALLIGATOR CRACKING
1353,POOR,CONCRETE,W Tapp RD,m4010,81.0,ALLIGATOR CRACKING
1354,POOR,CONCRETE,W Tapp RD,m4010,81.0,WEATHERING
1355,POOR,CONCRETE,W Tapp RD,m4010,81.0,LONGITUDINAL/TRANSVERSE CRACKING
1356,POOR,CONCRETE,W Tapp RD,m4010,81.0,WEATHERING
1357,POOR,CONCRETE,W Tapp RD,m4010,81.0,ALLIGATOR CRACKING
1358,POOR,CONCRETE,W Tapp RD,m4010,81.0,LONGITUDINAL/TRANSVERSE CRACKING
1359,POOR,CONCRETE,W Tapp RD,n404,60.0,ALLIGATOR CRACKING
1360,POOR,CONCRETE,W Tapp RD,n404,60.0,WEATHERING
1361,POOR,CONCRETE,W Tapp RD,n404,60.0,BLOCK CRACKING
1362,POOR,CONCRETE,W Tapp RD,n404,60.0,BLOCK CRACKING
1363,POOR,CONCRETE,W Tapp RD,n404,60.0,WEATHERING
1364,POOR,CONCRETE,W Tapp RD,n404,60.0,ALLIGATOR CRACKING
1368,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1369,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1370,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1371,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1372,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1373,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1374,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1375,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1376,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1377,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1378,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1379,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1380,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1381,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1382,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1383,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1384,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1385,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1386,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1387,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1388,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1389,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1390,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1391,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1392,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1393,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1394,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1395,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1396,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1397,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1398,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1399,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1400,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1401,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1402,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1403,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1404,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1405,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1406,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1407,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1408,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1409,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1410,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1411,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1412,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1413,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1414,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1415,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1416,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1417,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1418,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1419,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1420,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1421,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1422,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1423,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1424,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1425,POOR,PAVER,W Wylie ST,p4438,63.0,EDGE CRACKING
1426,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1427,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1428,POOR,PAVER,W Wylie ST,p4438,63.0,PATCH/UTILITY CUT
1429,POOR,PAVER,W Wylie ST,p4438,63.0,ALLIGATOR CRACKING
1430,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
1431,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1432,POOR,PAVER,W Wylie ST,p4438,63.0,LONGITUDINAL/TRANSVERSE CRACKING
1433,POOR,PAVER,W Wylie ST,p4438,63.0,WEATHERING
