OBJECTID,ASSETID,CONDITION,TYPE,Roadname,SECTIONID,Length (ft),Length (mi),BACKIMAGE,VIEWER,IntVIEWER
87,SW87,GOOD,CONCRETE,E 11th ST,q4751,161.04,0.03,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000739.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/739,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/739
88,SW88,GOOD,CONCRETE,E 11th ST,q4751,156.92,0.03,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000741.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/741,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/741
89,SW89,GOOD,CONCRETE,E 11th ST,q4751,203.94,0.039,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004608.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4608,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4608
90,SW90,GOOD,CONCRETE,E 11th ST,q4751,202.37,0.038,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_001918.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1918,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1918
85,SW85,GOOD,CONCRETE,E 11th ST,q4752,321.05,0.061,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000799.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/799,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/799
84,SW84,FAIR,CONCRETE,E 11th ST,q4752,151.16,0.029,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004569.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4569,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4569
98,SW98,GOOD,CONCRETE,E 11th ST,r474,146.89,0.028,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001736.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1736,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1736
99,SW99,GOOD,CONCRETE,E 11th ST,r474,286.42,0.054,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001738.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1738,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1738
100,SW100,FAIR,CONCRETE,E 11th ST,r474,136.41,0.026,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004668.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4668,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4668
1,SW1,GOOD,CONCRETE,E 11th ST,r475,137.82,0.026,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000783.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/783,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/783
101,SW101,GOOD,CONCRETE,E 11th ST,r475,50.35,0.01,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004677.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4677,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4677
102,SW102,GOOD,CONCRETE,E 11th ST,r475,137.53,0.026,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001497.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1497,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1497
103,SW103,GOOD,CONCRETE,E 11th ST,r475,69.1,0.013,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004682.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4682,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4682
104,SW104,GOOD,CONCRETE,E 11th ST,r475,74.9,0.014,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004688.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4688,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4688
105,SW105,GOOD,CONCRETE,E 11th ST,r475,46.66,0.009,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004692.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4692,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4692
5643,SW5652,GOOD,CONCRETE,E 11th ST,r476,267.59,0.051,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004708.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4708,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4708
5653,SW5662,POOR,CONCRETE,E 11th ST,r476,272.81,0.052,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004903.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4903,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4903
5647,SW5656,GOOD,CONCRETE,E 11th ST,r477,75,0.014,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004815.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4815,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4815
5651,SW5660,GOOD,CONCRETE,E 11th ST,r477,183.69,0.035,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004834.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4834,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4834
5652,SW5661,GOOD,CONCRETE,E 11th ST,r477,133.7,0.025,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004858.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4858,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4858
5646,SW5655,FAIR,CONCRETE,E 11th ST,r477,269.16,0.051,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004794.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4794,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4794
4220,SW4227,GOOD,CONCRETE,E 12th ST,q4756,47.92,0.009,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000602.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/602,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/602
4221,SW4228,GOOD,CONCRETE,E 12th ST,q4756,142.99,0.027,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_004524.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4524,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/4524
4217,SW4224,FAIR,CONCRETE,E 12th ST,q4756,342.48,0.065,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000582.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/582,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/582
4218,SW4225,FAIR,CONCRETE,E 12th ST,q4756,20.14,0.004,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000601.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/601,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/601
4219,SW4226,FAIR,CONCRETE,E 12th ST,q4756,87.12,0.016,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000600.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/600,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/600
4216,SW4223,GOOD,CONCRETE,E 12th ST,q4757,70.05,0.013,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000550.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/550,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/550
4222,SW4229,GOOD,CONCRETE,E 12th ST,q4757,141.68,0.027,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_003364.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3364,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3364
573,SW574,FAIR,CONCRETE,E 12th ST,q4757,179.22,0.034,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000627.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/627,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/627
4214,SW4221,FAIR,CONCRETE,E 12th ST,q4757,135.78,0.026,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_003385.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3385,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3385
6324,SW6358,FAIR,CONCRETE,E 12th ST,q4757,110.75,0.021,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000003.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3
4215,SW4222,POOR,CONCRETE,E 12th ST,q4757,6.51,0.001,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000554.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/554,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/554
4213,SW4220,GOOD,CONCRETE,E 12th ST,q4758,332.04,0.063,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_003382.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3382,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3382
4223,SW4230,FAIR,CONCRETE,E 12th ST,q4758,320.04,0.061,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000780.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/780,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/780
4212,SW4219,GOOD,CONCRETE,E 12th ST,q4759,371.59,0.07,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000775.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/775,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/775
4224,SW4231,GOOD,CONCRETE,E 12th ST,q4759,88.45,0.017,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000758.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/758,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/758
4225,SW4232,GOOD,CONCRETE,E 12th ST,q4759,276.04,0.052,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_001899.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1899,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1899
4210,SW4217,GOOD,CONCRETE,E 12th ST,q4760,50.53,0.01,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000474.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/474,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/474
4211,SW4218,GOOD,CONCRETE,E 12th ST,q4760,255.28,0.048,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_001895.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1895,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/1895
4227,SW4234,GOOD,CONCRETE,E 12th ST,q4760,133.33,0.025,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000693.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/693,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/693
4228,SW4235,GOOD,CONCRETE,E 12th ST,q4760,184.3,0.035,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000706.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/706,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/706
4226,SW4233,FAIR,CONCRETE,E 12th ST,q4760,16.32,0.003,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000694.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/694,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/694
4208,SW4215,GOOD,CONCRETE,E 12th ST,q4761,127.81,0.024,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000467.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/467,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/467
4209,SW4216,FAIR,CONCRETE,E 12th ST,q4761,143.75,0.027,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000450.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/450,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/450
4229,SW4236,FAIR,CONCRETE,E 12th ST,q4761,126.95,0.024,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_001097.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/1097,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/1097
4230,SW4237,FAIR,CONCRETE,E 12th ST,q4761,136.52,0.026,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001762.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1762,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1762
4206,SW4213,FAIR,CONCRETE,E 12th ST,r471,107.29,0.02,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000000.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/0,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/0
4207,SW4214,FAIR,CONCRETE,E 12th ST,r471,137.04,0.026,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000448.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/448,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/448
4231,SW4238,FAIR,CONCRETE,E 12th ST,r471,142.38,0.027,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001756.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1756,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1756
4232,SW4239,FAIR,CONCRETE,E 12th ST,r471,135.11,0.026,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_001475.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1475,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/1475
4233,SW4240,GOOD,CONCRETE,E 12th ST,r472,80.21,0.015,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000762.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/762,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/762
4234,SW4241,GOOD,CONCRETE,E 12th ST,r472,25.39,0.005,http://98.103.168.235/Bloomington/120317/3/Back/ladybug_panoramic_000764.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120317/truck/0/session/3/image/764,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120317/truck/0/session/3/image/764
5036,SW5043,GOOD,CONCRETE,E 13th ST,q4763,592.32,0.112,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_001314.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/1314,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/1314
