DATE,CONTROL #,INVOICE #,BILLED TO,ADDRESS,STREET SIDE,SIDEWALK   CURB     MONO       H/C RAMP GUTTER   DRIVEWAY    STREET CUT,LENGTH IN FEET,WIDTH,# of Ramps,YARDS,Plates/Str,Plates/Radius,Unnamed Column,Unnamed Column 1,Unnamed Column 2,Unnamed Column 3,Unnamed Column 4,Unnamed Column 5,Unnamed Column 6,Unnamed Column 7,Unnamed Column 8,Unnamed Column 9,DATE INSPECTED,Unnamed Column 10
10/11/2018 12:00:00 AM,15819110,10629508,Street,3537 Roxbury Circle,Allendale,Sidewalk,50,5,,2,,,,,,,,,,,,,,
04/11/2018 12:00:00 AM,13036065,10534549,Streeet,118/112/124 N Walnut,Same,Street Lights,,,,2.5,,,,,,,,,,,,,,
04/12/2018 12:00:00 AM,15815049,10535273,Street,114 N Walnut,,Street Lights,,,,1.5,,,,,,,,,,,,,,
04/18/2018 12:00:00 AM,13036246,10537645,Street,"104, 108, 110 N Walnut Street",,Street Lights,,,,3.5,,,,,,,,,,,,,,
04/26/2018 12:00:00 AM,13036396,10541540,Street,"113, 115, 121 N College Ave",,Street Lights,,,,4,,,,,,,,,,,,,,
05/02/2018 12:00:00 AM,13715173,10545026,Street,"107, 109, 111 N College Ave",,Street Lights,,,,3,,,,,,,,,,,,,,
05/10/2018 12:00:00 AM,15815701,10549126,Street,"112, 116, 118, 122 W. 6th Street",,Street Lights,,,,4,,,,,,,,,,,,,,
06/06/2018 12:00:00 AM,15816355,10562887,Street,"100, 106, 108, 110 W. 6th Street",,Street Lights,,,,4,,,,,,,,,,,,,,
,,,,,,,3557,,50,255.5,,,,,,,,,,,,,,
,,,,CONTRACTED TO GROOMER,,,,,,,,,,,,,,,,,,,,
,,,,811 Rosewood,Sidewalk,,13,4,,,,,,,,,,,,,,,,
,,,,518 N Lincoln,Curb,,1,,,,,,,,,,,,,,,,,
,,,,Buick Cadillac Blvd,Curb,,6,,,,,,,,,,,,,,,,,
,,,,1309 Pickwick Place,Curb,,137,,,,,,,,,,,,,,,,,
,,,,518 N Lincoln,curb ramp,,6.9,,1,,,,,,,,,,,,,,,
,,,,3818 Tamarron Drive,Driveway Ramp,,14.25,,,,,,,,,,,,,,,,,
,,,,Lincoln Street Alleyway,Driveway Ramp/Alleyway,,12,10,,,,,,,,,,,,,,,,
,,,,Buick Cadillac Blvd,Ramps,,12,,2,,,,,,,,,,,,,,,
,,,,202 E 6th Street,Ramps,Mono/ADA Ramp,42,,1,,,,,,,,,,,,,,,
,,,,4505 E Morningside Drive,Sidewalk,,91,5,,,,,,,,,,,,,,,,
,,,,Buick Cadillac Blvd,Sidewalk,,209,5,,,,,,,,,,,,,,,,
,,,,319 N Lincoln,Sidewalk,,33,6,,,,,,,,,,,,,,,,
,,,,321 N Lincoln,Sidewalk,,33,,,,,,,,,,,,,,,,,
,,,,518 N Lincoln,Sidewalk,,54,,,,,,,,,,,,,,,,,
,,,,522 N Lincoln,Sidewalk,,27,5,,,,,,,,,,,,,,,,
,,,,526 N Lincoln,Sidewalk,,40,5,,,,,,,,,,,,,,,,
,,,,530 N Lincoln,Sidewalk,,63,5,,,,,,,,,,,,,,,,
,,,,536 N Lincoln,Sidewalk,,57.6,5,,,,,,,,,,,,,,,,
,,,,Tammarron Entrance (Northside),Sidewalk,,190.5,4,,,,,,,,,,,,,,,,
,,,,Tammarron Entrance (Southside),Sidewalk,,45,4,,,,,,,,,,,,,,,,
,,,,3907 Tamarron Ct.,Sidewalk,,19,,,,,,,,,,,,,,,,,
,,,,3842 Tamarron Drive,Sidewalk,,15.5,,,,,,,,,,,,,,,,,
,,,,3838 Tamarron Drive,Sidewalk,,17.5,,,,,,,,,,,,,,,,,
,,,,810 West Pointe Court,Sidewalk,,36,4,,,,,,,,,,,,,,,,
,,,,3836 Tamarron Drive,Sidewalk,,11,,,,,,,,,,,,,,,,,
,,,,3835 Tamarron Drive,Sidewalk,,18.6,,,,,,,,,,,,,,,,,
,,,,3834 Tamarron Drive,Sidewalk,,10,,,,,,,,,,,,,,,,,
,,,,3830 Tamarron Drive,Sidewalk,,36,,,,,,,,,,,,,,,,,
,,,,3829 Tamarron Drive,Sidewalk,,5.3,,,,,,,,,,,,,,,,,
,,,,3826 Tamarron Drive,Sidewalk,,10,,,,,,,,,,,,,,,,,
,,,,3821 Tamarron Drive,Sidewalk,,10,,,,,,,,,,,,,,,,,
,,,,3818 Tamarron Drive,Sidewalk,,22.6,,,,,,,,,,,,,,,,,
,,,,3817 Tamarron Drive,Sidewalk,,29,,,,,,,,,,,,,,,,,
,,,,3814 Tamarron Drive,Sidewalk,,27.6,,,,,,,,,,,,,,,,,
,,,,3808 Tamarron Drive,Sidewalk,,31.9,,,,,,,,,,,,,,,,,
,,,,3625 E Tamarron Drive,Sidewalk,,32.5,,,,,,,,,,,,,,,,,
,,,,3637 E tamarron Drive,Sidewalk,,17.5,,,,,,,,,,,,,,,,,
,,,,3641 E Tamarron Drive,Sidewalk,,12.7,,,,,,,,,,,,,,,,,
,,,,3655 E Tamarron Drive,Sidewalk,,10,,,,,,,,,,,,,,,,,
,,,,3657 E Tamarron Drive,Sidewalk,,10.5,,,,,,,,,,,,,,,,,
,,,,3678 E Tamarron Drive,Sidewalk,,48,,,,,,,,,,,,,,,,,
,,,,3686 E Tamarron Drive,Sidewalk,,8,,,,,,,,,,,,,,,,,
,,,,3691 E Tamarron Drive,Sidewalk,,52,,,,,,,,,,,,,,,,,
,,,,3702 E Tamarron Drive,Sidewalk,,57.6,,,,,,,,,,,,,,,,,
,,,,806 Callery Dr.,Sidewalk,,12,,,,,,,,,,,,,,,,,
,,,,810 Callery Dr.,Sidewalk,,12.6,,,,,,,,,,,,,,,,,
,,,,3813 Callery Ct.,Sidewalk,,18,,,,,,,,,,,,,,,,,
,,,,3707 Tamarron,Sidewalk,,32.8,,,,,,,,,,,,,,,,,
,,,,3708 Tamarron Dr.,Sidewalk,,20.5,,,,,,,,,,,,,,,,,
,,,,3709 Tamarron Dr.,Sidewalk,,18.2,,,,,,,,,,,,,,,,,
,,,,3712 Tamarron Drive,Sidewalk,,23,,,,,,,,,,,,,,,,,
,,,,3723 Tamarron Drive,Sidewalk,,28,,,,,,,,,,,,,,,,,
,,,,3722 Tamarron Drive,Sidewalk,,11.6,,,,,,,,,,,,,,,,,
,,,,3725 Tamarron Drive,Sidewalk,,24.5,,,,,,,,,,,,,,,,,
,,,,3729 Tamarron Drive,Sidewalk,,97.6,,,,,,,,,,,,,,,,,
,,,,,,,1934.85,,4,,,,,,,,,,,,,,,
,,,,,,Contracted,0,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
,,,,,,,,,,,,,,,,,,,,,0,,2015,
